college,url
DeVry University: Decatur,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/587
Dean College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3301
Defiance College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3039
Del Mar College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2495
Delaware County Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2381
Delaware State University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3163
Delaware State University Downtown Campus,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2274
Delaware Valley University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/901
Delta College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3900
Delta State University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3040
Denison University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3041
Diablo Valley College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2377
Dickinson College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1641
Dickinson State University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/181
DigiPen Institute of Technology,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4757
Dillard University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2231
Doane University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2232
Dominican University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2918
Dominican University New York,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1645
Dominican University of California,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3655
Dordt University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/551
Drake University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/548
Drew University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1647
Drexel University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1648
Drury University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/550
Duke University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/535
Duquesne University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1651
Durham Technical Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3157
Dyersburg State Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1581
Earlham College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1584
East Arkansas Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/202
East Carolina University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2497
East Central Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1585
East Central University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2504
East Georgia State College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/547
East Los Angeles College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1111
East Mississippi Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1588
East Stroudsburg University Of Pennsylvania,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1225
East Tennessee State University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1589
East Texas Baptist University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2505
Eastern Arizona College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1275
Eastern Connecticut State University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4119
Eastern Illinois University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1590
Eastern Kentucky University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1591
Eastern Maine Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2393
Eastern Mennonite University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2498
Eastern Michigan University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1592
Eastern New Mexico University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1277
Eastern New Mexico University: Roswell,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2343
Eastern Oklahoma State College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2507
Eastern Oregon University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1278
Eastern University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3784
Eastern Washington University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1279
Eastern West Virginia Community and Technical College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3317
Eastman School of Music of the University of Rochester,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3785
Eckerd College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/631
Edgewood College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1593
Edison State Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1582
Edmonds College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1283
El Camino College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1280
El Paso Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/200
Elgin Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1594
Elizabeth City State University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/663
Elizabethtown College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3786
Elizabethtown Community and Technical College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2861
Elmira College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3787
Elon University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2331
Embry-Riddle Aeronautical University: Daytona Beach Campus,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/543
Embry-Riddle Aeronautical University: Prescott Campus,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1282
Embry-Riddle Aeronautical University: Worldwide Campus,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2306
Emerson College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3306
Emmanuel College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3307
Emmanuel University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/536
Emory And Henry University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/537
Emory University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/539
Empire State University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3782
Emporia State University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/78
Endicott College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3308
Ensign College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4169
Erie Community College: North,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1653
Erskine College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/542
Eugene Lang College The New School for Liberal Arts,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/911
Eureka College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1596
Evangel University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2605
Everett Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1281
Evergreen State College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3658
Evergreen Valley College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3574
Fairfield University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1394
Fairleigh Dickinson University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3588
Fairleigh Dickinson University: Florham Campus,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2166
Fairmont State University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3727
Fashion Institute of Technology,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1448
Faulkner University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2883
Fayetteville State University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3728
Fayetteville Technical Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3726
Feather River College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2924
Felician University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4229
Ferris State University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2130
Ferrum College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3729
Finger Lakes Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1344
Finlandia University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3492
Fisk University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1878
Fitchburg State University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1303
Five Towns College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3625
Flagler College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/638
Flathead Valley Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3662
Florence-Darlington Technical College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3725
Florida Agricultural and Mechanical University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3731
Florida Atlantic University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/633
Florida College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3732
Florida Gateway College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3442
Florida Gulf Coast University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/629
Florida Institute of Technology,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1184
Florida International University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3724
Florida Memorial University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3733
Florida Polytechnic University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/276440
Florida SouthWestern State College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/544
Florida Southern College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2340
Florida State College at Jacksonville,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/635
Florida State University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/627
Folsom Lake College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/201112
Foothill College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3660
Fordham University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3582
Forsyth Technical Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/637
Fort Hays State University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/210
Fort Lewis College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1284
Fort Scott Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/211
Fox Valley Technical College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2128
Framingham State University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1304
Francis Marion University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3638
Franciscan Missionaries Of Our Lady University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4581
Franciscan University of Steubenville,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2770
Franklin & Marshall College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3587
Franklin College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1880
Franklin Pierce University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1398
Frederick Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/634
Freed-Hardeman University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1882
Fresno City College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1285
Fresno Pacific University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/373
Friends University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2639
Front Range Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2984
Front Range Community College Larimer Campus,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/227397
Frostburg State University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/684
Full Sail University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/734
Fullerton College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/13
Furman University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/630
Gadsden State Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4413
Gallaudet University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/96
Gannon University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3598
Garden City Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2646
Gardner-Webb University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3734
Garrett College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/780
GateWay Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/725
Gateway Community and Technical College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/243975
Gateway Community and Technical College Edgewood,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/259673
Gateway Technical College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1533
Gavilan College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/948
Genesee Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1450
Geneva College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1451
George Fox University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2930
George Mason University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/665
George Washington University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3737
Georgetown College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1536
Georgetown University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3736
Georgia College and State University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3742
Georgia Gwinnett College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/227843
Georgia Highlands College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/640
Georgia Institute Of Technology,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3738
Georgia Military College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3739
Georgia Southern University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3718
Georgia Southwestern State University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3740
Georgia State University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3741
Georgian Court University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1452
Germanna Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/778
Gettysburg College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1150
Gillette College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/292665
Glen Oaks Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4412
Glendale Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3003
Glenville State University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3743
Gogebic Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1537
Golden West College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/738
Gonzaga University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3006
Goodwin University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/165
Gordon College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1400
Gordon State College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3818
Goshen College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1538
Goucher College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3819
Governors State University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4414
Graceland University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2327
Grambling State University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/440
Grand Canyon University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3007
Grand Rapids Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4406
Grand Valley State University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4411
Grand View University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/441
Grays Harbor College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3557
Great Basin College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3659
Great Falls College Montana State University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3213
Green River College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/736
Greenfield Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1402
Greensboro College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/97
Greenville Technical College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/779
Greenville University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4410
Grinnell College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/442
Grossmont College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2375
Grove City College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1151
Guilford College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3821
Gulf Coast State College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2704
Gustavus Adolphus College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/443
Hagerstown Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/783
Hamilton College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3251
Hamline University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/448
Hampden-Sydney College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/784
Hampton University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/785
Hanover College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1548
Hardin-Simmons University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/451
Harding University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/450
Harford Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/791
Harper College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3951
Harris-Stowe State University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/452
Harrisburg Area Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/745
Hartnell College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/483
Hartwick College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3253
Hastings College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/453
Haverford College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3254
Hawaii Pacific University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3477
Hazard Community and Technical College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2219
Heartland Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4356
Hebrew Theological College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/104
Heidelberg University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1550
Helena College University of Montana,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1670
Henderson Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4434
Henderson State University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2649
Hendrix College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2650
Henry Ford College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1551
High Point University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/786
Highland Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1782
Highline College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3475
Hilbert College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1621
Hill College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2660
Hillsdale College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1552
Hinds Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4479
Hiram College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4421
Hobart and William Smith Colleges,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3259
Hofstra University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3260
Hollins University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/787
Holmes Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4423
Holy Apostles College and Seminary,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1255
Holy Cross College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4435
Holy Family University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1158
Holyoke Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1254
Hood College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/788
Hope College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4428
Hope International University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/371
Hopkinsville Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4420
Houghton University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1160
Houston Christian University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2659
Houston Community College System,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/493
Howard College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2654
Howard Payne University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2655
Howard University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/789
Hudson Valley Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1161
Huntingdon College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4431
Huntington University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4432
Husson University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1256
Huston-Tillotson University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2657
Hutchinson Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2658
Idaho State University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3478
Illinois Central College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2220
Illinois College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1554
Illinois Eastern Community Colleges Frontier Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2755
Illinois Eastern Community Colleges Lincoln Trail College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1532
Illinois Eastern Community Colleges Olney Central College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2373
Illinois Eastern Community Colleges Wabash Valley College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3954
Illinois Institute of Technology,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1555
Illinois State University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1556
Illinois Valley Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4243
Illinois Wesleyan University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1557
Immaculata University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4228
Imperial Valley College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1135
Indian River State College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/804
Indiana Institute of Technology,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1560
Indiana State University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1559
Indiana University Bloomington,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3222
Indiana University East,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1583
Indiana University Indianapolis,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3223
Indiana University Kokomo,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3235
Indiana University Northwest,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2207
Indiana University South Bend,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2055
Indiana University Southeast,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1553
Indiana University of Pennsylvania,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1227
Indiana Wesleyan University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4343
Inver Hills Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2618
Iona University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4231
Iowa State University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2611
Iowa Western Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/77
Irvine Valley College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/496
Isothermal Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/802
Itawamba Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3224
Ithaca College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1453
Ivy Tech Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4437
J. Sargeant Reynolds Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2253
Jackson College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2056
Jackson State Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3238
Jackson State University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2057
Jacksonville State University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/35
Jacksonville University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/807
James A. Rhodes State College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1531
James Madison University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3448
James Sprunt Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2708
Jefferson College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/212
Jefferson Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3674
Jefferson Community and Technical College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3226
Jefferson State Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1860
Jewish Theological Seminary of America,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1623
John A. Logan College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3237
John Brown University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/213
John Carroll University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2058
John Hopkins Peabody Institute,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3074
John Paul the Great Catholic University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/260536
John Wood Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/3321
Johns Hopkins University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/808
Johnson & Wales University: Charlotte,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/200914
Johnson & Wales University: Providence,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/4061
Johnson C. Smith University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/809
Johnson County Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/217
Johnson University,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/1854
Johnston Community College,https://apstudents.collegeboard.org/getting-credit-placement/search-policies/college/2709
